Full URL,Price (GBP),Bedrooms,Address
https://www.rightmove.co.uk/properties/98306663#/?channel=RES_BUY,850000,3,"Byrne Road, London, SW12"
https://www.rightmove.co.uk/properties/163089302#/?channel=RES_BUY,850000,4,"Lynwood Road, Tooting"
https://www.rightmove.co.uk/properties/163795253#/?channel=RES_BUY,850000,3,"Malwood Road, London, SW12"
https://www.rightmove.co.uk/properties/164254583#/?channel=RES_BUY,850000,2,"Winsham Grove, Between the Commons, SW11"
https://www.rightmove.co.uk/properties/161835974#/?channel=RES_BUY,850000,3,"Glenburnie Road, London"
https://www.rightmove.co.uk/properties/154030589#/?channel=RES_BUY,850000,2,"Badminton Road, London, SW12"
https://www.rightmove.co.uk/properties/163539983#/?channel=RES_BUY,850000,2,"Gayville Road, London, SW11"
https://www.rightmove.co.uk/properties/163089221#/?channel=RES_BUY,850000,2,"Carminia Road, Tooting"
https://www.rightmove.co.uk/properties/160496720#/?channel=RES_BUY,850000,3,"Nightingale Lane, SW12"
https://www.rightmove.co.uk/properties/163605335#/?channel=RES_BUY,850000,3,"Lynwood Road, London, SW17"
https://www.rightmove.co.uk/properties/161373683#/?channel=RES_BUY,845000,2,"Elmbourne Road, Balham"
https://www.rightmove.co.uk/properties/163655741#/?channel=RES_BUY,840000,2,"Nightingale Lane, Nightingale Triangle"
https://www.rightmove.co.uk/properties/162949823#/?channel=RES_BUY,835000,2,"Cavendish Road, SW12"
https://www.rightmove.co.uk/properties/155459222#/?channel=RES_BUY,830000,3,"Clapham Park Marketing Suite, 107 Clarence Avenue, London, SW4 8FR"
https://www.rightmove.co.uk/properties/163723139#/?channel=RES_BUY,825000,2,"Byrne Road, Balham"
https://www.rightmove.co.uk/properties/158732861#/?channel=RES_BUY,825000,3,"Clarence Ave, Clapham"
https://www.rightmove.co.uk/properties/155585153#/?channel=RES_BUY,825000,3,"Telferscot Road, London, SW12"
https://www.rightmove.co.uk/properties/146898158#/?channel=RES_BUY,825000,4,"Fontenoy Road, SW12"
https://www.rightmove.co.uk/properties/163501379#/?channel=RES_BUY,825000,2,"Ravenslea Road, Balham"
https://www.rightmove.co.uk/properties/162702863#/?channel=RES_BUY,825000,2,"Byrne Road, SW12"
https://www.rightmove.co.uk/properties/162710975#/?channel=RES_BUY,825000,2,"Ritherdon Road, SW17"
https://www.rightmove.co.uk/properties/159159956#/?channel=RES_BUY,825000,3,"Ramsden Road, Balham"
https://www.rightmove.co.uk/properties/150627992#/?channel=RES_BUY,825000,4,"Fieldhouse Road, Balham"
https://www.rightmove.co.uk/properties/162242303#/?channel=RES_BUY,825000,3,"Gaskarth Road, SW12"
https://www.rightmove.co.uk/properties/159258746#/?channel=RES_BUY,755000,2,"Bicknell Way, London, SW17 0FD"
https://www.rightmove.co.uk/properties/159966101#/?channel=RES_BUY,825000,2,"Byrne Road, SW12"
https://www.rightmove.co.uk/properties/159314684#/?channel=RES_BUY,825000,3,"Cavendish Road, Clapham"
https://www.rightmove.co.uk/properties/152737439#/?channel=RES_BUY,815000,3,"Clapham Park Marketing Suite, 107 Clarence Avenue, London, SW4 8FR"
https://www.rightmove.co.uk/properties/163226621#/?channel=RES_BUY,800000,2,"Bonneville Gardens, Clapham, London, SW4"
https://www.rightmove.co.uk/properties/161327396#/?channel=RES_BUY,800000,3,"Bushey Down, Balham, London, SW12"
https://www.rightmove.co.uk/properties/162824231#/?channel=RES_BUY,800000,2,"Shipka Road, Balham, London, SW12"
https://www.rightmove.co.uk/properties/162142673#/?channel=RES_BUY,800000,3,"Boundaries Road, London, SW12"
https://www.rightmove.co.uk/properties/161326352#/?channel=RES_BUY,800000,3,"Sternhold Avenue, London, Balham, SW2"
https://www.rightmove.co.uk/properties/162037388#/?channel=RES_BUY,800000,3,"Hebdon Road, Tooting"
https://www.rightmove.co.uk/properties/163145726#/?channel=RES_BUY,800000,2,"Osward Road, Balham, London, SW17"
https://www.rightmove.co.uk/properties/156400451#/?channel=RES_BUY,800000,3,"Telford Avenue, Telford Park, London, SW2"
https://www.rightmove.co.uk/properties/162742715#/?channel=RES_BUY,800000,2,"Cavendish Road, London, SW12"
https://www.rightmove.co.uk/properties/160214117#/?channel=RES_BUY,800000,2,"The 1840, St. George's Gardens, SW17"
https://www.rightmove.co.uk/properties/149566217#/?channel=RES_BUY,800000,4,"Ravenstone Street, Balham"
https://www.rightmove.co.uk/properties/163819754#/?channel=RES_BUY,800000,3,"Langroyd Road, Tooting"
https://www.rightmove.co.uk/properties/164076860#/?channel=RES_BUY,800000,2,"The 1840, 1 Diana House, SW17"
https://www.rightmove.co.uk/properties/163086017#/?channel=RES_BUY,800000,3,"Dagnan Road, Clapham South"
https://www.rightmove.co.uk/properties/163975967#/?channel=RES_BUY,800000,3,"Chatham Road, Battersea, London, SW11"
https://www.rightmove.co.uk/properties/87166422#/?channel=RES_BUY,800000,3,"Telford Avenue, Telford Park, London, SW2"
https://www.rightmove.co.uk/properties/163708256#/?channel=RES_BUY,800000,4,"Tunley Road, Balham, London, SW17"
https://www.rightmove.co.uk/properties/87119394#/?channel=RES_BUY,800000,3,"Badminton Road, Clapham South, London, SW12"
https://www.rightmove.co.uk/properties/162179219#/?channel=RES_BUY,800000,2,"Alderbrook Road, London, SW12"
https://www.rightmove.co.uk/properties/159373661#/?channel=RES_BUY,800000,2,"The 1840, St Georges Gardens, Glenburnie Road, London, SW17 7DJ"
https://www.rightmove.co.uk/properties/162347546#/?channel=RES_BUY,800000,2,"Broomwood Road, London, SW11"
https://www.rightmove.co.uk/properties/163032272#/?channel=RES_BUY,325000,1,"Hillbury Road, Balham"
https://www.rightmove.co.uk/properties/157575044#/?channel=RES_BUY,799950,3,"Bonneville Gardens, Clapham"
https://www.rightmove.co.uk/properties/163979168#/?channel=RES_BUY,799000,2,"Hazelbourne Road, Clapham South"
https://www.rightmove.co.uk/properties/163981829#/?channel=RES_BUY,799000,2,"Hazelbourne Road, Clapham South"
https://www.rightmove.co.uk/properties/161432042#/?channel=RES_BUY,795000,2,"Oakmead Road, Balham"
https://www.rightmove.co.uk/properties/163353686#/?channel=RES_BUY,795000,2,"Boundaries Road, London, Greater London, SW12"
https://www.rightmove.co.uk/properties/164177087#/?channel=RES_BUY,785000,3,"Cavendish Gardens, Trouville Road, London, SW4"
https://www.rightmove.co.uk/properties/157891706#/?channel=RES_BUY,775000,2,"The 1840, St Georges Gardens, Glenburnie Road, London, SW17 7DJ"
https://www.rightmove.co.uk/properties/164283608#/?channel=RES_BUY,775000,2,"Hazelbourne Road, Clapham South"
https://www.rightmove.co.uk/properties/162908894#/?channel=RES_BUY,775000,2,"Endlesham Road, London, SW12"
https://www.rightmove.co.uk/properties/162596546#/?channel=RES_BUY,775000,2,"Boundaries Road, SW12"
https://www.rightmove.co.uk/properties/163551458#/?channel=RES_BUY,775000,2,"Cavendish Road, Clapham South"
https://www.rightmove.co.uk/properties/160530362#/?channel=RES_BUY,775000,2,"The 1840, St Georges Gardens, Glenburnie Road, London, SW17 7DJ"
https://www.rightmove.co.uk/properties/163459877#/?channel=RES_BUY,775000,3,"Old Devonshire Road, Balham"
https://www.rightmove.co.uk/properties/163459322#/?channel=RES_BUY,775000,2,"Cavendish Road, London, SW12"
https://www.rightmove.co.uk/properties/162708470#/?channel=RES_BUY,775000,3,"Burnbury Road, Balham"
https://www.rightmove.co.uk/properties/160042190#/?channel=RES_BUY,775000,2,"Dagnan Road, SW12"
https://www.rightmove.co.uk/properties/161439368#/?channel=RES_BUY,775000,2,"Kirkstall Road, Streatham"
https://www.rightmove.co.uk/properties/163112549#/?channel=RES_BUY,775000,3,"Franciscan Road, Tooting"
https://www.rightmove.co.uk/properties/162197180#/?channel=RES_BUY,775000,3,"Emmanuel Road, SW12"
https://www.rightmove.co.uk/properties/162742391#/?channel=RES_BUY,775000,3,"Cathles Road, Clapham South, SW12"
https://www.rightmove.co.uk/properties/160985177#/?channel=RES_BUY,775000,2,"Cambray Road, Lambeth, London, SW12"
https://www.rightmove.co.uk/properties/161367071#/?channel=RES_BUY,775000,2,"Irene House, 218 Balham High Road, London, SW12"
https://www.rightmove.co.uk/properties/160477205#/?channel=RES_BUY,775000,2,"The 1840, St. George's Gardens, SW17"
https://www.rightmove.co.uk/properties/156270983#/?channel=RES_BUY,775000,4,"Tooting Bec Road, Tooting"
https://www.rightmove.co.uk/properties/159704351#/?channel=RES_BUY,3500000,5,"Nightingale Lane, SW12"
https://www.rightmove.co.uk/properties/157698518#/?channel=RES_BUY,770000,3,"Trinity Road, London"
https://www.rightmove.co.uk/properties/162551564#/?channel=RES_BUY,760000,3,"LAPIDGE DRIVE, London, SW17"
https://www.rightmove.co.uk/properties/162631946#/?channel=RES_BUY,760000,3,"Bedford Hill, Balham, London, SW12"
https://www.rightmove.co.uk/properties/160875605#/?channel=RES_BUY,760000,3,"Blakenham Road, Tooting"
https://www.rightmove.co.uk/properties/162551561#/?channel=RES_BUY,756000,3,"LAPIDGE DRIVE, London, SW17"
https://www.rightmove.co.uk/properties/159258746#/?channel=RES_BUY,755000,2,"Bicknell Way, London, SW17 0FD"
https://www.rightmove.co.uk/properties/162235610#/?channel=RES_BUY,750000,3,"Blakenham Road, Tooting"
https://www.rightmove.co.uk/properties/164196362#/?channel=RES_BUY,750000,2,"Weir Road, SW12"
https://www.rightmove.co.uk/properties/163985699#/?channel=RES_BUY,750000,2,"9 Fernlea Road, SW12, Balham, SW12"
https://www.rightmove.co.uk/properties/158843435#/?channel=RES_BUY,750000,2,"Dinsmore Road, Balham"
https://www.rightmove.co.uk/properties/164105441#/?channel=RES_BUY,750000,2,"Abbeville Road, Abbeville Village, London, SW4"
https://www.rightmove.co.uk/properties/161326676#/?channel=RES_BUY,750000,3,"Sternhold Avenue, Balham, London, SW2"
https://www.rightmove.co.uk/properties/163885067#/?channel=RES_BUY,750000,2,"Sternhold Avenue, Balham"
https://www.rightmove.co.uk/properties/161650697#/?channel=RES_BUY,750000,2,"Terrapin Road, Balham"
https://www.rightmove.co.uk/properties/157922087#/?channel=RES_BUY,750000,2,"Burnbury Road, Balham"
https://www.rightmove.co.uk/properties/160529552#/?channel=RES_BUY,750000,2,"The 1840, St Georges Gardens, Glenburnie Road, London, SW17 7DJ"
https://www.rightmove.co.uk/properties/130273502#/?channel=RES_BUY,750000,1,"Apartment 2, Nightingale Lane, London, SW4"
https://www.rightmove.co.uk/properties/162320579#/?channel=RES_BUY,750000,3,"Trinity Crescent, Balham, London, SW17"
https://www.rightmove.co.uk/properties/163086005#/?channel=RES_BUY,750000,2,"Yukon Road, Clapham South"
https://www.rightmove.co.uk/properties/163086011#/?channel=RES_BUY,750000,2,"Yukon Road, Clapham South"
https://www.rightmove.co.uk/properties/161423786#/?channel=RES_BUY,750000,2,"Midmoor Road, London, SW12"
https://www.rightmove.co.uk/properties/163089227#/?channel=RES_BUY,750000,4,"Wheatlands Road, Tooting"
https://www.rightmove.co.uk/properties/162209717#/?channel=RES_BUY,750000,2,"Hazelbourne Road, London"
https://www.rightmove.co.uk/properties/157432130#/?channel=RES_BUY,750000,2,"Trinity Fields, Wandsworth Common, London, SW17"
https://www.rightmove.co.uk/properties/164071682#/?channel=RES_BUY,525000,1,"9 Fernlea Road, SW12, Balham, SW12"
https://www.rightmove.co.uk/properties/163853048#/?channel=RES_BUY,750000,3,"Chestnut Grove, Balham"
https://www.rightmove.co.uk/properties/164092934#/?channel=RES_BUY,750000,2,"Fernlea Road, SW12"
https://www.rightmove.co.uk/properties/162523916#/?channel=RES_BUY,750000,3,"Balham Hill, London"
https://www.rightmove.co.uk/properties/158784974#/?channel=RES_BUY,745000,2,"Clapham Quarter, SW4"
https://www.rightmove.co.uk/properties/160530950#/?channel=RES_BUY,740000,2,"The 1840, St Georges Gardens, Glenburnie Road, London, SW17 7DJ"
https://www.rightmove.co.uk/properties/160715789#/?channel=RES_BUY,739000,2,"3 Vernon House, Holt Gardens, London, SW17"
https://www.rightmove.co.uk/properties/152556614#/?channel=RES_BUY,735000,3,"Dagnan Road, London"
https://www.rightmove.co.uk/properties/163688258#/?channel=RES_BUY,735000,3,"Beira Street, Clapham South"
https://www.rightmove.co.uk/properties/159661697#/?channel=RES_BUY,725000,2,"Salford Road, Balham"
https://www.rightmove.co.uk/properties/155634920#/?channel=RES_BUY,725000,2,"Dornton Road, Balham"
https://www.rightmove.co.uk/properties/164105123#/?channel=RES_BUY,725000,3,"Lucien Road, London, United Kingdom, SW17"
https://www.rightmove.co.uk/properties/163089185#/?channel=RES_BUY,725000,2,"Rastell Avenue, Balham"
https://www.rightmove.co.uk/properties/161457395#/?channel=RES_BUY,725000,2,"Cavendish Road, Clapham"
https://www.rightmove.co.uk/properties/162384266#/?channel=RES_BUY,725000,2,"Honeybrook Road, Lambeth, SW12"
https://www.rightmove.co.uk/properties/154005152#/?channel=RES_BUY,725000,2,"The 1840, St Georges Gardens, Glenburnie Road, London, SW17 7DJ"
https://www.rightmove.co.uk/properties/163469300#/?channel=RES_BUY,725000,3,"Burnbury Road, Balham"
https://www.rightmove.co.uk/properties/152973980#/?channel=RES_BUY,710000,3,"Culverden Road, Balham, London, SW12"
https://www.rightmove.co.uk/properties/160852454#/?channel=RES_BUY,700000,2,"Devereux Road, London"
https://www.rightmove.co.uk/properties/161326289#/?channel=RES_BUY,700000,3,"Tooting Bec Road, Balham, London, SW17"
https://www.rightmove.co.uk/properties/158959634#/?channel=RES_BUY,700000,2,"The 1840, St Georges Gardens, Glenburnie Road, London, SW17 7DJ"
https://www.rightmove.co.uk/properties/160213682#/?channel=RES_BUY,700000,2,"The 1840, St. George's Gardens, SW17"
https://www.rightmove.co.uk/properties/163723142#/?channel=RES_BUY,700000,2,"Elmbourne Road, Balham"
https://www.rightmove.co.uk/properties/163428965#/?channel=RES_BUY,700000,2,"Hydethorpe Road, London, SW12"
https://www.rightmove.co.uk/properties/161634656#/?channel=RES_BUY,700000,2,"Dagnan Road, Balham"
https://www.rightmove.co.uk/properties/164238785#/?channel=RES_BUY,450000,1,"Trinity Road, SW17"
https://www.rightmove.co.uk/properties/163688426#/?channel=RES_BUY,700000,3,"Henry Doulton Drive, Tooting"
https://www.rightmove.co.uk/properties/162709958#/?channel=RES_BUY,700000,3,"Trinity Road, Balham, London, SW17"
https://www.rightmove.co.uk/properties/162735578#/?channel=RES_BUY,700000,2,"49A Emmanuel Road, Balham SW12 0HN"
https://www.rightmove.co.uk/properties/164139332#/?channel=RES_BUY,700000,3,"Bonneville Gardens, Clapham, SW4"
https://www.rightmove.co.uk/properties/159218036#/?channel=RES_BUY,700000,2,"Burnbury Road, Balham"
https://www.rightmove.co.uk/properties/155034239#/?channel=RES_BUY,700000,2,"Yukon Road, Balham"
https://www.rightmove.co.uk/properties/163195745#/?channel=RES_BUY,700000,2,"Criffel Avenue, Streatham"
https://www.rightmove.co.uk/properties/163293464#/?channel=RES_BUY,700000,2,"Veronica Road, Tooting"
https://www.rightmove.co.uk/properties/164073077#/?channel=RES_BUY,700000,2,"The 1840, 1 Diana House, SW17"
https://www.rightmove.co.uk/properties/163086038#/?channel=RES_BUY,700000,2,"Honeybrook Road, Clapham South"
https://www.rightmove.co.uk/properties/158457893#/?channel=RES_BUY,700000,2,"Coteford Street, Tooting"
https://www.rightmove.co.uk/properties/161329496#/?channel=RES_BUY,700000,3,"Lysias Road, London, SW12"
https://www.rightmove.co.uk/properties/160345424#/?channel=RES_BUY,700000,2,"Tramyard Apartments, Balham, LONDON, SW17"
https://www.rightmove.co.uk/properties/162927209#/?channel=RES_BUY,700000,2,"Burnbury Road, London, SW12"
https://www.rightmove.co.uk/properties/161943653#/?channel=RES_BUY,700000,3,"Macmillan Way, Tooting Bec"
https://www.rightmove.co.uk/properties/159710498#/?channel=RES_BUY,700000,2,"Burnbury Road, Balham"
https://www.rightmove.co.uk/properties/161371559#/?channel=RES_BUY,700000,4,"Trouville Road, Clapham, London, SW4"
https://www.rightmove.co.uk/properties/155839412#/?channel=RES_BUY,699999,2,"Lynette Avenue, Clapham"
https://www.rightmove.co.uk/properties/163695791#/?channel=RES_BUY,699950,2,"Cavendish Road, Clapham"
https://www.rightmove.co.uk/properties/160341095#/?channel=RES_BUY,699950,2,"Klea Avenue, Clapham"
https://www.rightmove.co.uk/properties/160763390#/?channel=RES_BUY,695000,3,"Springfield Drive, Tooting Bec"
https://www.rightmove.co.uk/properties/153333491#/?channel=RES_BUY,695000,2,"Trinity Road, SW17"
https://www.rightmove.co.uk/properties/156535067#/?channel=RES_BUY,695000,3,"Beeches Road, Tooting, London, SW17"
https://www.rightmove.co.uk/properties/158732849#/?channel=RES_BUY,690000,2,"Clarence Ave, Clapham"
https://www.rightmove.co.uk/properties/160530950#/?channel=RES_BUY,740000,2,"The 1840, St Georges Gardens, Glenburnie Road, London, SW17 7DJ"
https://www.rightmove.co.uk/properties/160743704#/?channel=RES_BUY,690000,2,"Clapham Park Marketing Suite, 107 Clarence Avenue, London, SW4 8FR"
https://www.rightmove.co.uk/properties/153872612#/?channel=RES_BUY,680000,2,"Clapham Park Marketing Suite, 107 Clarence Avenue, London, SW4 8FR"
https://www.rightmove.co.uk/properties/162251648#/?channel=RES_BUY,680000,2,"The 1840, 1 Diana House, SW17"
https://www.rightmove.co.uk/properties/161124812#/?channel=RES_BUY,675000,2,"Hillgate Place, Balham Hill, London, SW12"
https://www.rightmove.co.uk/properties/163963619#/?channel=RES_BUY,675000,2,"Clapham Common South Side, London, SW4"
https://www.rightmove.co.uk/properties/160117244#/?channel=RES_BUY,675000,3,"Gateside Road, Tooting"
https://www.rightmove.co.uk/properties/158949830#/?channel=RES_BUY,675000,2,"Cautley Avenue, Clapham"
https://www.rightmove.co.uk/properties/162376550#/?channel=RES_BUY,675000,3,"Henry Doulton Drive, Tooting"
https://www.rightmove.co.uk/properties/163400198#/?channel=RES_BUY,675000,2,"Chetwode Road, SW17"
https://www.rightmove.co.uk/properties/163764980#/?channel=RES_BUY,675000,2,"Marius Road, Balham, London, SW17"
https://www.rightmove.co.uk/properties/162455852#/?channel=RES_BUY,675000,2,"Lynn Road, Balham, SW12"
https://www.rightmove.co.uk/properties/160371818#/?channel=RES_BUY,675000,2,"Cavendish Road, Balham, London, SW12"
https://www.rightmove.co.uk/properties/162551570#/?channel=RES_BUY,670000,2,"LAPIDGE DRIVE, London, SW17"
https://www.rightmove.co.uk/properties/162551567#/?channel=RES_BUY,667000,2,"LAPIDGE DRIVE, London, SW17"
https://www.rightmove.co.uk/properties/160484138#/?channel=RES_BUY,665000,1,"Clapham Quarter, SW4"
https://www.rightmove.co.uk/properties/153620843#/?channel=RES_BUY,665000,3,"Derinton Road, Tooting"
https://www.rightmove.co.uk/properties/160484141#/?channel=RES_BUY,655000,1,"Clapham Quarter, SW4"
https://www.rightmove.co.uk/properties/152492888#/?channel=RES_BUY,650000,3,"Mantilla Road, London"
https://www.rightmove.co.uk/properties/163117856#/?channel=RES_BUY,650000,2,"Huron Road, Tooting"
https://www.rightmove.co.uk/properties/164206322#/?channel=RES_BUY,650000,3,"Oakmead Road, Balham, London, SW12"
https://www.rightmove.co.uk/properties/87101310#/?channel=RES_BUY,650000,2,"Balham High Road, Balham"
https://www.rightmove.co.uk/properties/161326709#/?channel=RES_BUY,650000,2,"Balham High Road, Balham, London, SW17"
https://www.rightmove.co.uk/properties/162961280#/?channel=RES_BUY,650000,1,"Anchor Mews, London"
https://www.rightmove.co.uk/properties/163958939#/?channel=RES_BUY,650000,2,"Balham High Road, Tooting Bec, London, SW17"
https://www.rightmove.co.uk/properties/163108880#/?channel=RES_BUY,1250000,2,"Clapham Common South Side, Clapham, SW4"
https://www.rightmove.co.uk/properties/161729885#/?channel=RES_BUY,650000,3,"Atkins Road, Clapham Park, London, SW12"
https://www.rightmove.co.uk/properties/163085993#/?channel=RES_BUY,650000,2,"Yukon Road, Clapham South"
https://www.rightmove.co.uk/properties/160808360#/?channel=RES_BUY,650000,2,"Hanson Close, Balham"
https://www.rightmove.co.uk/properties/160702910#/?channel=RES_BUY,650000,2,"Lysias Road, Nightingale Triangle, SW12"
https://www.rightmove.co.uk/properties/162644759#/?channel=RES_BUY,650000,2,"CLAPHAM COMMON SOUTH SIDE, SW4"
https://www.rightmove.co.uk/properties/162654188#/?channel=RES_BUY,650000,2,"Marius Mansions, Marius Road, London, SW17"
https://www.rightmove.co.uk/properties/161326310#/?channel=RES_BUY,650000,2,"Old Devonshire Road, Balham, London, SW12"
https://www.rightmove.co.uk/properties/163760771#/?channel=RES_BUY,650000,1,"Bolingbroke Grove, London, SW11"
https://www.rightmove.co.uk/properties/163847042#/?channel=RES_BUY,650000,3,"Englewood Road, Clapham South, London, SW12"
https://www.rightmove.co.uk/properties/161896826#/?channel=RES_BUY,650000,3,"Trinity Road, London"
https://www.rightmove.co.uk/properties/159463490#/?channel=RES_BUY,650000,2,"Oldridge Road, SW12"
https://www.rightmove.co.uk/properties/162376136#/?channel=RES_BUY,650000,3,"Macmillan Way, London, SW17"
https://www.rightmove.co.uk/properties/157763246#/?channel=RES_BUY,650000,2,"Weir Road, Balham"
https://www.rightmove.co.uk/properties/157534607#/?channel=RES_BUY,650000,3,"Beeches Road, London"
https://www.rightmove.co.uk/properties/163603262#/?channel=RES_BUY,650000,2,"Hightrees House, Nightingale Lane, Wandsworth, London, SW12"
https://www.rightmove.co.uk/properties/161892935#/?channel=RES_BUY,650000,3,"Trinity Road, SW17"
https://www.rightmove.co.uk/properties/162171869#/?channel=RES_BUY,650000,2,"Denning Mews, London, SW12"
https://www.rightmove.co.uk/properties/163383863#/?channel=RES_BUY,650000,2,"Sternhold Avenue, Balham"
https://www.rightmove.co.uk/properties/161003111#/?channel=RES_BUY,650000,2,"Hydethorpe Road, London, SW12"
https://www.rightmove.co.uk/properties/163981817#/?channel=RES_BUY,650000,2,"Lysias Road, Nightingale Triangle"
https://www.rightmove.co.uk/properties/156963485#/?channel=RES_BUY,650000,1,"The 1840, St. George's Gardens, SW17"
https://www.rightmove.co.uk/properties/163875938#/?channel=RES_BUY,650000,2,"Cavendish Road, Balham, London, SW12"
https://www.rightmove.co.uk/properties/163778798#/?channel=RES_BUY,650000,1,"Cautley Avenue, Clapham"
https://www.rightmove.co.uk/properties/162551555#/?channel=RES_BUY,647000,2,"LAPIDGE DRIVE, London, SW17"
https://www.rightmove.co.uk/properties/162961280#/?channel=RES_BUY,650000,1,"Anchor Mews, London"
https://www.rightmove.co.uk/properties/160449779#/?channel=RES_BUY,640000,3,"Cavendish Mansions, Clapham South, London, SW12"
https://www.rightmove.co.uk/properties/160045616#/?channel=RES_BUY,640000,3,"Salford Road, Streatham Hill, London, SW2"
https://www.rightmove.co.uk/properties/160345415#/?channel=RES_BUY,640000,3,"Cavendish Road, Balham, London, SW12"
https://www.rightmove.co.uk/properties/151240496#/?channel=RES_BUY,625000,2,"Elms Crescent, Clapham"
https://www.rightmove.co.uk/properties/163572677#/?channel=RES_BUY,625000,2,"Fernlea Road, Balham, London, SW12"
https://www.rightmove.co.uk/properties/161326805#/?channel=RES_BUY,625000,2,"Boundaries Road, Balham, London, SW12"
https://www.rightmove.co.uk/properties/162774797#/?channel=RES_BUY,625000,2,"Devereux Road, London, SW11"
https://www.rightmove.co.uk/properties/155215463#/?channel=RES_BUY,625000,1,"Fernlea Road, London, SW12"
https://www.rightmove.co.uk/properties/164029115#/?channel=RES_BUY,625000,2,"Temperley Road, SW12"
https://www.rightmove.co.uk/properties/163085984#/?channel=RES_BUY,625000,2,"Endlesham Road, Nightingale Triangle"
https://www.rightmove.co.uk/properties/161555789#/?channel=RES_BUY,625000,2,"Hildreth Street Mews, London, SW12"
https://www.rightmove.co.uk/properties/161402213#/?channel=RES_BUY,625000,2,"Yukon Road, London, SW12"
https://www.rightmove.co.uk/properties/159716573#/?channel=RES_BUY,625000,2,"Nightingale Lane, London, SW12"
https://www.rightmove.co.uk/properties/157618253#/?channel=RES_BUY,625000,2,"Nightingale Lane, Balham"
https://www.rightmove.co.uk/properties/162058640#/?channel=RES_BUY,625000,2,"Ravenslea Road, Balham, SW12"
https://www.rightmove.co.uk/properties/163477919#/?channel=RES_BUY,625000,2,"Midmoor Road, Balham"
https://www.rightmove.co.uk/properties/161811851#/?channel=RES_BUY,625000,2,"Drakefield Road, London, SW17"
https://www.rightmove.co.uk/properties/163501382#/?channel=RES_BUY,625000,2,"Ravenslea Road, Balham"
https://www.rightmove.co.uk/properties/152816114#/?channel=RES_BUY,625000,2,"Cavendish Road, Balham, SW12"
https://www.rightmove.co.uk/properties/87172287#/?channel=RES_BUY,625000,1,"Fernlea Road, Balham, London, SW12"
https://www.rightmove.co.uk/properties/163975604#/?channel=RES_BUY,625000,2,"Thornton Avenue, Streatham Hill"
https://www.rightmove.co.uk/properties/161670356#/?channel=RES_BUY,625000,2,"Bedford Hill, London, SW12"
https://www.rightmove.co.uk/properties/159882407#/?channel=RES_BUY,625000,2,"Old Devonshire Road, London, London, SW12"
https://www.rightmove.co.uk/properties/152496587#/?channel=RES_BUY,625000,1,"Fernlea Road, Balham"
https://www.rightmove.co.uk/properties/162642557#/?channel=RES_BUY,1300000,4,"Beechcroft Road, London, SW17"
https://www.rightmove.co.uk/properties/163788857#/?channel=RES_BUY,620000,2,"Glenburnie Road, London, SW17"
https://www.rightmove.co.uk/properties/162771656#/?channel=RES_BUY,610000,2,"Cowick Road, London, SW17"
https://www.rightmove.co.uk/properties/161326718#/?channel=RES_BUY,600000,2,"Veronica Road, Tooting Bec, London, SW17"
https://www.rightmove.co.uk/properties/159263045#/?channel=RES_BUY,600000,1,"Bicknell Way, London, SW17 0FD"
https://www.rightmove.co.uk/properties/161327387#/?channel=RES_BUY,600000,2,"Cavendish Road, Balham, London, SW12"
https://www.rightmove.co.uk/properties/161327369#/?channel=RES_BUY,600000,2,"Balham High Road, Balham, London, SW17"
https://www.rightmove.co.uk/properties/162800063#/?channel=RES_BUY,600000,2,"Fieldhouse Road, Balham, London, SW12"
https://www.rightmove.co.uk/properties/163413503#/?channel=RES_BUY,600000,2,"Lochinvar Street, Nightingale Triangle, London, SW12"
https://www.rightmove.co.uk/properties/163714802#/?channel=RES_BUY,600000,2,"Florence Way, Nightingale, SW12"
https://www.rightmove.co.uk/properties/156798722#/?channel=RES_BUY,600000,2,"Salford Road, London, SW2"
https://www.rightmove.co.uk/properties/154546559#/?channel=RES_BUY,600000,2,"Thornton Avenue, London, SW2"
https://www.rightmove.co.uk/properties/155878541#/?channel=RES_BUY,600000,2,"Chetwode Road, SW17"
https://www.rightmove.co.uk/properties/163432775#/?channel=RES_BUY,600000,2,"Derinton Road, Tooting"
https://www.rightmove.co.uk/properties/163817909#/?channel=RES_BUY,600000,2,"St. Martins Court, 140 Trinity Road, SW17"
https://www.rightmove.co.uk/properties/161326316#/?channel=RES_BUY,600000,2,"Telford Avenue, Balham, London, SW2"
https://www.rightmove.co.uk/properties/164104463#/?channel=RES_BUY,600000,2,"Springfield Drive, Tooting"
https://www.rightmove.co.uk/properties/161327405#/?channel=RES_BUY,600000,2,"Fernlea Road, Balham, London, SW12"
https://www.rightmove.co.uk/properties/87135999#/?channel=RES_BUY,600000,2,"Bonneville Gardens, London, SW4"
https://www.rightmove.co.uk/properties/163585439#/?channel=RES_BUY,600000,2,"Trinity Road, Tooting"
https://www.rightmove.co.uk/properties/161326760#/?channel=RES_BUY,600000,2,"Trinity Road, Balham, London, SW17"
https://www.rightmove.co.uk/properties/161549270#/?channel=RES_BUY,600000,2,"Nottingham Road, London, SW17"
https://www.rightmove.co.uk/properties/163086407#/?channel=RES_BUY,600000,2,"Nightingale Lane, Between The Commons"
https://www.rightmove.co.uk/properties/162940526#/?channel=RES_BUY,600000,3,"Goodman Crescent, London, SW2"
